
Training on cuda | logs -> training_logs/run_seed41_config2_fresh_20260513_200905
Config: ..\..\configs\config2.yaml
Episodes: 0 -> ...
Steps: 0 -> 100000

Episode     0 | Steps:      40 | Reward:   0.097 | Avg(100):   0.097 | Entropy: 0.1000 | Acc: 17.1% (7+ 34-) | Lifetime: 17.1%
Episode    44 | Steps:    1704 | Reward:  -1.003 | Avg(100):  -0.764 | Entropy: 0.0988 | Acc: 19.5% (8+ 33-) | Lifetime: 19.9%
Episode    45 | Steps:    1733 | Reward:  -0.900 | Avg(100):  -0.767 | Entropy: 0.0988 | Acc: 24.1% (7+ 22-) | Lifetime: 20.0%
Episode    46 | Steps:    1768 | Reward:  -1.601 | Avg(100):  -0.785 | Entropy: 0.0988 | Acc: 22.9% (8+ 27-) | Lifetime: 20.1%
Episode    47 | Steps:    1798 | Reward:   2.297 | Avg(100):  -0.721 | Entropy: 0.0986 | Acc: 26.7% (8+ 22-) | Lifetime: 20.2%
Episode    48 | Steps:    1833 | Reward:  -0.202 | Avg(100):  -0.710 | Entropy: 0.0986 | Acc: 22.9% (8+ 27-) | Lifetime: 20.2%
Episode    49 | Steps:    1871 | Reward:  -1.600 | Avg(100):  -0.728 | Entropy: 0.0986 | Acc: 18.4% (7+ 31-) | Lifetime: 20.2%
Episode    50 | Steps:    1905 | Reward:   0.397 | Avg(100):  -0.706 | Entropy: 0.0986 | Acc: 17.6% (6+ 28-) | Lifetime: 20.1%
Episode    51 | Steps:    1940 | Reward:  -2.701 | Avg(100):  -0.744 | Entropy: 0.0986 | Acc: 14.3% (5+ 30-) | Lifetime: 20.0%
Episode    52 | Steps:    1973 | Reward:  -0.401 | Avg(100):  -0.738 | Entropy: 0.0986 | Acc: 21.2% (7+ 26-) | Lifetime: 20.1%
  [Step 2000] Action dist: A0:23% | A1:17% | A2:17% | A3:21% | A4:22%
Episode    53 | Steps:    2020 | Reward:  -0.904 | Avg(100):  -0.741 | Entropy: 0.0986 | Acc: 14.9% (7+ 40-) | Lifetime: 19.9%
Episode    54 | Steps:    2056 | Reward:   0.597 | Avg(100):  -0.717 | Entropy: 0.0984 | Acc: 22.2% (8+ 28-) | Lifetime: 20.0%
Episode    55 | Steps:    2102 | Reward:  -2.404 | Avg(100):  -0.747 | Entropy: 0.0984 | Acc: 15.2% (7+ 39-) | Lifetime: 19.9%
Episode    56 | Steps:    2143 | Reward:  -0.603 | Avg(100):  -0.744 | Entropy: 0.0984 | Acc: 17.1% (7+ 34-) | Lifetime: 19.8%
Episode    57 | Steps:    2178 | Reward:  -1.801 | Avg(100):  -0.762 | Entropy: 0.0984 | Acc: 17.1% (6+ 29-) | Lifetime: 19.8%
Episode    58 | Steps:    2214 | Reward:   1.097 | Avg(100):  -0.731 | Entropy: 0.0984 | Acc: 25.0% (9+ 27-) | Lifetime: 19.9%
Episode    59 | Steps:    2241 | Reward:  -0.301 | Avg(100):  -0.724 | Entropy: 0.0984 | Acc: 22.2% (6+ 21-) | Lifetime: 19.9%
Episode    60 | Steps:    2278 | Reward:  -0.102 | Avg(100):  -0.714 | Entropy: 0.0984 | Acc: 21.6% (8+ 29-) | Lifetime: 19.9%
Episode    61 | Steps:    2315 | Reward:  -3.402 | Avg(100):  -0.757 | Entropy: 0.0982 | Acc: 13.5% (5+ 32-) | Lifetime: 19.8%
Episode    62 | Steps:    2352 | Reward:   0.298 | Avg(100):  -0.740 | Entropy: 0.0982 | Acc: 24.3% (9+ 28-) | Lifetime: 19.9%
Episode    63 | Steps:    2412 | Reward:  -4.606 | Avg(100):  -0.801 | Entropy: 0.0982 | Acc: 11.7% (7+ 53-) | Lifetime: 19.7%
Episode    64 | Steps:    2460 | Reward:  -1.704 | Avg(100):  -0.815 | Entropy: 0.0982 | Acc: 14.6% (7+ 41-) | Lifetime: 19.6%
  [Step 2500] Action dist: A0:23% | A1:21% | A2:15% | A3:22% | A4:19%
Episode    65 | Steps:    2510 | Reward:  -2.204 | Avg(100):  -0.836 | Entropy: 0.0982 | Acc: 18.0% (9+ 41-) | Lifetime: 19.6%
Episode    66 | Steps:    2544 | Reward:   0.498 | Avg(100):  -0.816 | Entropy: 0.0982 | Acc: 23.5% (8+ 26-) | Lifetime: 19.6%
Episode    67 | Steps:    2581 | Reward:   1.396 | Avg(100):  -0.783 | Entropy: 0.0980 | Acc: 18.9% (7+ 30-) | Lifetime: 19.6%
Episode    68 | Steps:    2627 | Reward:  -0.504 | Avg(100):  -0.779 | Entropy: 0.0980 | Acc: 17.4% (8+ 38-) | Lifetime: 19.6%
Episode    69 | Steps:    2651 | Reward:   1.399 | Avg(100):  -0.748 | Entropy: 0.0980 | Acc: 33.3% (8+ 16-) | Lifetime: 19.7%
Episode    70 | Steps:    2680 | Reward:   1.698 | Avg(100):  -0.714 | Entropy: 0.0980 | Acc: 27.6% (8+ 21-) | Lifetime: 19.8%
Episode    71 | Steps:    2717 | Reward:  -3.101 | Avg(100):  -0.747 | Entropy: 0.0980 | Acc: 13.5% (5+ 32-) | Lifetime: 19.7%
Episode    72 | Steps:    2758 | Reward:  -3.404 | Avg(100):  -0.783 | Entropy: 0.0980 | Acc: 14.6% (6+ 35-) | Lifetime: 19.6%
Episode    73 | Steps:    2799 | Reward:  -2.103 | Avg(100):  -0.801 | Entropy: 0.0980 | Acc: 17.1% (7+ 34-) | Lifetime: 19.6%
Episode    74 | Steps:    2826 | Reward:   0.400 | Avg(100):  -0.785 | Entropy: 0.0977 | Acc: 25.9% (7+ 20-) | Lifetime: 19.6%
Episode    75 | Steps:    2860 | Reward:  -0.300 | Avg(100):  -0.779 | Entropy: 0.0977 | Acc: 26.5% (9+ 25-) | Lifetime: 19.7%
Episode    76 | Steps:    2890 | Reward:  -0.601 | Avg(100):  -0.776 | Entropy: 0.0977 | Acc: 26.7% (8+ 22-) | Lifetime: 19.8%
Episode    77 | Steps:    2918 | Reward:   1.000 | Avg(100):  -0.753 | Entropy: 0.0977 | Acc: 32.1% (9+ 19-) | Lifetime: 19.9%
Episode    78 | Steps:    2950 | Reward:   1.898 | Avg(100):  -0.720 | Entropy: 0.0977 | Acc: 25.0% (8+ 24-) | Lifetime: 20.0%
Episode    79 | Steps:    2980 | Reward:   0.499 | Avg(100):  -0.705 | Entropy: 0.0977 | Acc: 23.3% (7+ 23-) | Lifetime: 20.0%
  [Step 3000] Action dist: A0:21% | A1:21% | A2:17% | A3:22% | A4:19%
Episode    80 | Steps:    3023 | Reward:  -0.004 | Avg(100):  -0.696 | Entropy: 0.0977 | Acc: 14.0% (6+ 37-) | Lifetime: 19.9%
Episode    81 | Steps:    3053 | Reward:   1.797 | Avg(100):  -0.666 | Entropy: 0.0977 | Acc: 26.7% (8+ 22-) | Lifetime: 20.0%
Episode    82 | Steps:    3072 | Reward:   4.300 | Avg(100):  -0.606 | Entropy: 0.0975 | Acc: 52.6% (10+ 9-) | Lifetime: 20.2%
Episode    83 | Steps:    3117 | Reward:  -4.203 | Avg(100):  -0.649 | Entropy: 0.0975 | Acc: 8.9% (4+ 41-) | Lifetime: 20.0%
Episode    84 | Steps:    3152 | Reward:  -0.803 | Avg(100):  -0.650 | Entropy: 0.0975 | Acc: 20.0% (7+ 28-) | Lifetime: 20.0%
Episode    85 | Steps:    3184 | Reward:   1.697 | Avg(100):  -0.623 | Entropy: 0.0975 | Acc: 25.0% (8+ 24-) | Lifetime: 20.1%
Episode    86 | Steps:    3215 | Reward:   0.797 | Avg(100):  -0.607 | Entropy: 0.0975 | Acc: 19.4% (6+ 25-) | Lifetime: 20.1%
Episode    87 | Steps:    3246 | Reward:   2.797 | Avg(100):  -0.568 | Entropy: 0.0975 | Acc: 29.0% (9+ 22-) | Lifetime: 20.1%
Episode    88 | Steps:    3286 | Reward:  -3.102 | Avg(100):  -0.597 | Entropy: 0.0975 | Acc: 12.5% (5+ 35-) | Lifetime: 20.0%
Episode    89 | Steps:    3323 | Reward:  -0.104 | Avg(100):  -0.591 | Entropy: 0.0975 | Acc: 21.6% (8+ 29-) | Lifetime: 20.1%
Episode    90 | Steps:    3354 | Reward:   1.897 | Avg(100):  -0.564 | Entropy: 0.0973 | Acc: 25.8% (8+ 23-) | Lifetime: 20.1%
Episode    91 | Steps:    3398 | Reward:  -1.504 | Avg(100):  -0.574 | Entropy: 0.0973 | Acc: 18.2% (8+ 36-) | Lifetime: 20.1%
Episode    92 | Steps:    3443 | Reward:  -1.204 | Avg(100):  -0.581 | Entropy: 0.0973 | Acc: 13.3% (6+ 39-) | Lifetime: 20.0%
Episode    93 | Steps:    3475 | Reward:  -2.602 | Avg(100):  -0.602 | Entropy: 0.0973 | Acc: 12.5% (4+ 28-) | Lifetime: 19.9%
  [Step 3500] Action dist: A0:18% | A1:20% | A2:22% | A3:23% | A4:17%
Episode    94 | Steps:    3507 | Reward:  -0.002 | Avg(100):  -0.596 | Entropy: 0.0973 | Acc: 21.9% (7+ 25-) | Lifetime: 20.0%
Episode    95 | Steps:    3533 | Reward:   1.599 | Avg(100):  -0.573 | Entropy: 0.0973 | Acc: 30.8% (8+ 18-) | Lifetime: 20.0%
Episode    96 | Steps:    3565 | Reward:   1.398 | Avg(100):  -0.553 | Entropy: 0.0973 | Acc: 25.0% (8+ 24-) | Lifetime: 20.1%
Episode    97 | Steps:    3599 | Reward:   0.898 | Avg(100):  -0.538 | Entropy: 0.0971 | Acc: 20.6% (7+ 27-) | Lifetime: 20.1%
Episode    98 | Steps:    3627 | Reward:   3.297 | Avg(100):  -0.499 | Entropy: 0.0971 | Acc: 25.0% (7+ 21-) | Lifetime: 20.1%
Episode    99 | Steps:    3661 | Reward:  -2.302 | Avg(100):  -0.517 | Entropy: 0.0971 | Acc: 14.7% (5+ 29-) | Lifetime: 20.1%
Episode   100 | Steps:    3686 | Reward:   2.299 | Avg(100):  -0.495 | Entropy: 0.0971 | Acc: 32.0% (8+ 17-) | Lifetime: 20.2%
Episode   101 | Steps:    3715 | Reward:   2.598 | Avg(100):  -0.470 | Entropy: 0.0971 | Acc: 27.6% (8+ 21-) | Lifetime: 20.2%
Episode   102 | Steps:    3754 | Reward:  -1.301 | Avg(100):  -0.501 | Entropy: 0.0971 | Acc: 17.9% (7+ 32-) | Lifetime: 20.2%
Episode   103 | Steps:    3785 | Reward:   1.797 | Avg(100):  -0.474 | Entropy: 0.0971 | Acc: 22.6% (7+ 24-) | Lifetime: 20.2%
Episode   104 | Steps:    3833 | Reward:  -2.904 | Avg(100):  -0.501 | Entropy: 0.0971 | Acc: 14.6% (7+ 41-) | Lifetime: 20.1%
Episode   105 | Steps:    3860 | Reward:   0.397 | Avg(100):  -0.437 | Entropy: 0.0969 | Acc: 18.5% (5+ 22-) | Lifetime: 20.1%
Episode   106 | Steps:    3897 | Reward:  -1.202 | Avg(100):  -0.444 | Entropy: 0.0969 | Acc: 21.6% (8+ 29-) | Lifetime: 20.1%
Episode   107 | Steps:    3933 | Reward:  -0.203 | Avg(100):  -0.413 | Entropy: 0.0969 | Acc: 16.7% (6+ 30-) | Lifetime: 20.1%
Episode   108 | Steps:    3963 | Reward:   1.698 | Avg(100):  -0.380 | Entropy: 0.0969 | Acc: 23.3% (7+ 23-) | Lifetime: 20.1%
  [Step 4000] Action dist: A0:15% | A1:18% | A2:20% | A3:25% | A4:22%
Episode   109 | Steps:    4015 | Reward:  -2.605 | Avg(100):  -0.363 | Entropy: 0.0969 | Acc: 11.5% (6+ 46-) | Lifetime: 20.0%
Episode   110 | Steps:    4036 | Reward:   0.599 | Avg(100):  -0.324 | Entropy: 0.0969 | Acc: 33.3% (7+ 14-) | Lifetime: 20.1%
Episode   111 | Steps:    4069 | Reward:  -0.003 | Avg(100):  -0.307 | Entropy: 0.0969 | Acc: 18.2% (6+ 27-) | Lifetime: 20.1%
Episode   112 | Steps:    4089 | Reward:   6.001 | Avg(100):  -0.250 | Entropy: 0.0969 | Acc: 55.0% (11+ 9-) | Lifetime: 20.2%
Episode   113 | Steps:    4139 | Reward:  -3.205 | Avg(100):  -0.243 | Entropy: 0.0967 | Acc: 10.0% (5+ 45-) | Lifetime: 20.1%
Episode   114 | Steps:    4175 | Reward:  -1.601 | Avg(100):  -0.252 | Entropy: 0.0967 | Acc: 22.2% (8+ 28-) | Lifetime: 20.1%
Episode   115 | Steps:    4207 | Reward:   0.498 | Avg(100):  -0.269 | Entropy: 0.0967 | Acc: 21.9% (7+ 25-) | Lifetime: 20.2%
Episode   116 | Steps:    4248 | Reward:  -1.703 | Avg(100):  -0.281 | Entropy: 0.0967 | Acc: 12.2% (5+ 36-) | Lifetime: 20.1%
Episode   117 | Steps:    4292 | Reward:  -4.304 | Avg(100):  -0.339 | Entropy: 0.0967 | Acc: 9.1% (4+ 40-) | Lifetime: 20.0%
Episode   118 | Steps:    4325 | Reward:   0.698 | Avg(100):  -0.332 | Entropy: 0.0967 | Acc: 21.2% (7+ 26-) | Lifetime: 20.0%
Episode   119 | Steps:    4351 | Reward:   1.299 | Avg(100):  -0.315 | Entropy: 0.0967 | Acc: 30.8% (8+ 18-) | Lifetime: 20.0%
Episode   120 | Steps:    4395 | Reward:   0.197 | Avg(100):  -0.289 | Entropy: 0.0965 | Acc: 18.2% (8+ 36-) | Lifetime: 20.0%
Episode   121 | Steps:    4424 | Reward:   1.598 | Avg(100):  -0.258 | Entropy: 0.0965 | Acc: 24.1% (7+ 22-) | Lifetime: 20.0%
Episode   122 | Steps:    4451 | Reward:   1.998 | Avg(100):  -0.219 | Entropy: 0.0965 | Acc: 25.9% (7+ 20-) | Lifetime: 20.1%
Episode   123 | Steps:    4479 | Reward:   2.698 | Avg(100):  -0.193 | Entropy: 0.0965 | Acc: 32.1% (9+ 19-) | Lifetime: 20.2%
  [Step 4500] Action dist: A0:17% | A1:17% | A2:24% | A3:21% | A4:21%
Episode   124 | Steps:    4501 | Reward:   2.799 | Avg(100):  -0.148 | Entropy: 0.0965 | Acc: 36.4% (8+ 14-) | Lifetime: 20.2%
Episode   125 | Steps:    4528 | Reward:  -1.099 | Avg(100):  -0.149 | Entropy: 0.0965 | Acc: 25.9% (7+ 20-) | Lifetime: 20.3%
Episode   126 | Steps:    4565 | Reward:   0.697 | Avg(100):  -0.113 | Entropy: 0.0965 | Acc: 24.3% (9+ 28-) | Lifetime: 20.3%
Episode   127 | Steps:    4597 | Reward:   0.797 | Avg(100):  -0.096 | Entropy: 0.0965 | Acc: 15.6% (5+ 27-) | Lifetime: 20.3%
Episode   128 | Steps:    4634 | Reward:  -0.803 | Avg(100):  -0.124 | Entropy: 0.0963 | Acc: 18.9% (7+ 30-) | Lifetime: 20.3%
Episode   129 | Steps:    4667 | Reward:  -0.003 | Avg(100):  -0.127 | Entropy: 0.0963 | Acc: 21.2% (7+ 26-) | Lifetime: 20.3%
Episode   130 | Steps:    4698 | Reward:   1.497 | Avg(100):  -0.132 | Entropy: 0.0963 | Acc: 22.6% (7+ 24-) | Lifetime: 20.3%
Episode   131 | Steps:    4731 | Reward:  -0.303 | Avg(100):  -0.165 | Entropy: 0.0963 | Acc: 18.2% (6+ 27-) | Lifetime: 20.3%
Episode   132 | Steps:    4777 | Reward:  -2.605 | Avg(100):  -0.166 | Entropy: 0.0963 | Acc: 13.0% (6+ 40-) | Lifetime: 20.2%
Episode   133 | Steps:    4818 | Reward:  -3.602 | Avg(100):  -0.207 | Entropy: 0.0963 | Acc: 14.6% (6+ 35-) | Lifetime: 20.1%
Episode   134 | Steps:    4846 | Reward:   0.802 | Avg(100):  -0.204 | Entropy: 0.0963 | Acc: 35.7% (10+ 18-) | Lifetime: 20.2%
Episode   135 | Steps:    4882 | Reward:   1.097 | Avg(100):  -0.175 | Entropy: 0.0961 | Acc: 22.2% (8+ 28-) | Lifetime: 20.3%
Episode   136 | Steps:    4888 | Reward:  -0.301 | Avg(100):  -0.142 | Entropy: 0.0961 | Acc: 16.7% (1+ 5-) | Lifetime: 20.2%
Episode   137 | Steps:    4921 | Reward:   1.798 | Avg(100):  -0.151 | Entropy: 0.0961 | Acc: 24.2% (8+ 25-) | Lifetime: 20.3%
Episode   138 | Steps:    4967 | Reward:  -1.704 | Avg(100):  -0.170 | Entropy: 0.0961 | Acc: 13.0% (6+ 40-) | Lifetime: 20.2%
  [Step 5000] Action dist: A0:16% | A1:18% | A2:23% | A3:24% | A4:17%
Episode   139 | Steps:    5000 | Reward:   0.498 | Avg(100):  -0.168 | Entropy: 0.0961 | Acc: 21.2% (7+ 26-) | Lifetime: 20.2%
Episode   140 | Steps:    5037 | Reward:   0.098 | Avg(100):  -0.153 | Entropy: 0.0961 | Acc: 18.9% (7+ 30-) | Lifetime: 20.2%
Episode   141 | Steps:    5061 | Reward:   2.999 | Avg(100):  -0.119 | Entropy: 0.0961 | Acc: 29.2% (7+ 17-) | Lifetime: 20.2%
Episode   142 | Steps:    5091 | Reward:   1.097 | Avg(100):  -0.097 | Entropy: 0.0961 | Acc: 23.3% (7+ 23-) | Lifetime: 20.3%
Episode   143 | Steps:    5126 | Reward:   0.097 | Avg(100):  -0.091 | Entropy: 0.0959 | Acc: 22.9% (8+ 27-) | Lifetime: 20.3%
Episode   144 | Steps:    5164 | Reward:  -0.402 | Avg(100):  -0.085 | Entropy: 0.0959 | Acc: 21.1% (8+ 30-) | Lifetime: 20.3%
Episode   145 | Steps:    5195 | Reward:   0.597 | Avg(100):  -0.070 | Entropy: 0.0959 | Acc: 19.4% (6+ 25-) | Lifetime: 20.3%
Episode   146 | Steps:    5239 | Reward:  -3.603 | Avg(100):  -0.090 | Entropy: 0.0959 | Acc: 11.4% (5+ 39-) | Lifetime: 20.2%
Episode   147 | Steps:    5284 | Reward:  -3.304 | Avg(100):  -0.146 | Entropy: 0.0959 | Acc: 6.7% (3+ 42-) | Lifetime: 20.1%
Episode   148 | Steps:    5315 | Reward:   2.298 | Avg(100):  -0.121 | Entropy: 0.0959 | Acc: 25.8% (8+ 23-) | Lifetime: 20.1%
Episode   149 | Steps:    5353 | Reward:  -0.004 | Avg(100):  -0.105 | Entropy: 0.0959 | Acc: 18.4% (7+ 31-) | Lifetime: 20.1%
Episode   150 | Steps:    5384 | Reward:  -0.001 | Avg(100):  -0.109 | Entropy: 0.0957 | Acc: 22.6% (7+ 24-) | Lifetime: 20.1%
Episode   151 | Steps:    5400 | Reward:   0.199 | Avg(100):  -0.080 | Entropy: 0.0957 | Acc: 25.0% (4+ 12-) | Lifetime: 20.1%
Episode   152 | Steps:    5424 | Reward:   1.899 | Avg(100):  -0.057 | Entropy: 0.0957 | Acc: 29.2% (7+ 17-) | Lifetime: 20.2%
Episode   153 | Steps:    5451 | Reward:   2.899 | Avg(100):  -0.019 | Entropy: 0.0957 | Acc: 33.3% (9+ 18-) | Lifetime: 20.2%
Episode   154 | Steps:    5496 | Reward:  -4.201 | Avg(100):  -0.067 | Entropy: 0.0957 | Acc: 13.3% (6+ 39-) | Lifetime: 20.2%
  [Step 5500] Action dist: A0:18% | A1:16% | A2:25% | A3:19% | A4:22%
Episode   155 | Steps:    5527 | Reward:  -0.402 | Avg(100):  -0.047 | Entropy: 0.0957 | Acc: 19.4% (6+ 25-) | Lifetime: 20.2%
Episode   156 | Steps:    5552 | Reward:   3.398 | Avg(100):  -0.007 | Entropy: 0.0957 | Acc: 36.0% (9+ 16-) | Lifetime: 20.3%
Episode   157 | Steps:    5583 | Reward:   0.798 | Avg(100):   0.019 | Entropy: 0.0957 | Acc: 22.6% (7+ 24-) | Lifetime: 20.3%
Episode   158 | Steps:    5607 | Reward:   0.501 | Avg(100):   0.013 | Entropy: 0.0957 | Acc: 29.2% (7+ 17-) | Lifetime: 20.3%
Episode   159 | Steps:    5653 | Reward:  -5.303 | Avg(100):  -0.037 | Entropy: 0.0955 | Acc: 4.3% (2+ 44-) | Lifetime: 20.2%
Episode   160 | Steps:    5683 | Reward:   2.897 | Avg(100):  -0.007 | Entropy: 0.0955 | Acc: 30.0% (9+ 21-) | Lifetime: 20.2%
Episode   161 | Steps:    5705 | Reward:   2.899 | Avg(100):   0.056 | Entropy: 0.0955 | Acc: 36.4% (8+ 14-) | Lifetime: 20.3%
Episode   162 | Steps:    5740 | Reward:  -0.804 | Avg(100):   0.045 | Entropy: 0.0955 | Acc: 14.3% (5+ 30-) | Lifetime: 20.3%
